"","id","label","acta2","ap3b1","atp6v1f","c8orf33","cap2","chst4","creb3l2","ctnna1","dap3","dctn2","fam20b","gmfb","gnpat","hgs","hsph1","kpnb1","lage3","lsm2","nol7","parp1","parp12","plod3","plvap","polr2g","psmd4","ptcd1","ptprf","sae1","slc41a3","tfrc","thy1","vwf","znf207"
"110","GSM890350","case",10.12533993,9.761475531,10.32004283,9.114597614,10.20019203,6.356644061,9.147889985,10.28949324,10.55650403,9.546590428,10.25043392,9.024989147,9.399951013,9.703381627,8.287977419,9.724355874,9.856887529,10.03224532,9.813894145,10.26566936,8.683030912,10.10658453,8.141503661,10.87708488,6.579270403,8.650934611,10.45144439,10.37329863,8.769809479,10.3634792,7.938134289,8.425802555,8.775567282
"111","GSM890236","control",10.40486142,8.250668805,9.537355419,7.472848247,7.323133855,8.126498891,7.93772412,9.40597102,8.558310156,8.914600991,8.009180977,8.529993567,7.573109598,8.657780194,7.871065298,8.334913554,8.289559714,9.137799202,10.09350274,8.68292502,7.15285292,8.229281749,6.726590254,9.275550624,6.616497997,7.662480823,9.336280083,9.441924093,7.948026863,8.229724025,6.148840306,8.837394797,7.759406692
"112","GSM890274","control",12.34419261,8.508221574,9.575298515,7.377891292,7.591648638,10.02227993,7.926235184,10.24028864,8.533646153,8.532096249,8.074821013,9.164931151,7.586344189,8.567405386,9.074140807,9.327337874,7.943694425,9.295545137,9.671066791,9.22118492,7.75156023,8.733369195,6.776475022,9.179494886,6.553861419,7.738566477,9.321579249,9.644170473,8.123512668,9.007967332,6.664538091,10.53648915,8.357626355
"113","GSM890428","case",11.26831423,9.598053548,10.7658121,9.645269206,9.958286102,6.554812985,9.248614153,11.56134094,10.39831649,10.00789628,9.334239321,9.940855564,8.999880014,9.568092325,9.618543982,9.834734897,8.707687815,9.701843708,9.69510661,10.34720567,9.521184008,10.78579466,7.92725591,10.09295691,7.241442929,9.137658998,10.28729169,10.21918366,8.945622901,9.237512127,8.680858655,8.402627557,8.896743643
"114","GSM890443","case",10.01898072,9.642985704,10.33033042,9.508387867,11.33358043,6.458416986,9.680963753,10.759871,9.722128248,9.383748361,9.333010344,10.85325863,9.486209503,9.762309046,10.02093872,9.63192649,9.3931622,10.44412925,9.537470863,10.05425641,8.627510492,10.47771513,6.869650263,9.879407677,6.657580759,8.907661059,9.681703989,10.16141494,9.42456782,8.401903982,6.760348141,9.70888673,9.29857883
"115","GSM890254","control",8.888024718,8.543168614,9.287554499,7.670016078,7.248535303,7.383934778,8.027378161,9.641994198,8.810510626,8.711061276,7.986280572,8.504442233,7.876871164,7.887424669,7.988029578,8.620389298,8.40495145,8.998474208,9.478796647,8.798505362,7.49010915,8.182833682,6.545859648,9.357844049,6.59844143,7.425150661,9.253662139,9.490611909,7.365005794,8.715179967,6.250910109,7.809318824,8.119200055
"116","GSM890188","control",9.354419092,8.151593351,9.527896731,7.071683739,7.252228416,7.907057931,7.197937225,9.585703642,9.096736258,8.553860299,7.55643719,8.621437782,7.619794375,7.443211552,7.802022401,8.014662878,8.378551183,8.991606277,9.073449199,8.821304053,7.294588379,8.087373974,6.881346486,9.328247918,6.657608172,7.578527694,7.082729722,9.209151639,7.437217281,9.264235988,6.185900536,8.345549172,8.338841598
"117","GSM890525","case",10.39048877,9.628045375,10.27533039,8.470441626,10.34720567,6.57148518,9.877465951,10.31463665,9.953795648,9.334861498,8.994100017,9.31854144,9.927088115,9.976755219,8.838439319,9.937336124,9.801220932,10.01588209,10.43103148,9.889928222,8.837465865,9.646126375,7.397847143,10.36238293,6.509180096,9.396502544,11.50910786,10.732783,8.683509164,10.01499592,7.220652945,9.521880634,9.265178196
"118","GSM890252","control",10.11396846,8.38672476,9.282886873,7.760536501,6.924911467,8.963056809,8.147902389,9.906233931,8.467971677,8.75511415,7.995717505,8.384911566,7.678408777,8.816476339,7.46254921,8.658279258,8.026567391,9.103225722,8.748545394,8.895240602,7.84262842,8.783256996,6.49447289,9.251318866,6.717079515,8.04528044,9.721203249,9.18174355,7.713501303,8.77732567,6.354086509,8.592377872,8.065094987
"119","GSM890507","case",10.62656201,9.617005055,9.701843708,8.202732843,9.295447334,6.745420721,9.139387343,9.926191673,10.12439642,9.653634452,9.464720581,9.607044225,9.447136137,9.395227223,9.39928869,10.67175059,8.545645261,11.10917073,11.59069572,10.44789506,8.163905336,8.788155889,7.313286561,10.55531,6.510285699,9.376490077,10.86385883,10.93327543,8.675085925,9.962055883,7.368557114,8.928097571,9.143924017
"120","GSM890319","control",9.42598064,8.561955988,9.951226901,7.89524752,7.17245338,9.493299352,8.020274605,10.2504204,7.964750775,8.871881509,8.190563058,8.803357579,7.554819276,9.105388798,7.756900173,9.031771295,7.599007381,9.122989349,8.996454179,9.00187075,9.138519405,9.285967996,6.440926587,9.149825525,6.492994371,8.494287683,8.870617782,9.468193441,7.679518936,7.945731478,6.261831377,9.050510225,8.124277373
"121","GSM890412","case",10.53938989,9.487549731,10.45266233,10.45972174,9.470212122,6.608465293,9.062873681,10.80735408,10.03326135,9.912742033,9.030886057,10.09405492,8.53821174,9.32297362,9.025484668,9.780745216,10.61654753,10.29058004,10.61251298,10.15014819,10.22865108,10.14536715,7.939239448,10.34962112,6.674282959,8.842804112,10.45852606,11.47631706,8.70382499,10.92137954,8.938543178,8.967117489,9.370549425
"122","GSM890171","control",10.36533188,8.115487998,9.59378497,7.933071183,7.312006071,9.550605159,8.045974003,10.14209923,8.669735285,8.844435999,8.175845058,8.369397808,7.571654167,8.481985762,7.614252675,9.087261254,7.863624273,9.634565281,8.779131547,9.177073595,8.016740456,8.505918903,6.597521389,9.261139889,7.070442759,7.657438744,8.508725368,9.250424177,8.181263546,7.553606898,6.091640533,9.018285512,8.244844291
"123","GSM890168","control",8.833016057,8.123904861,9.236105838,7.300511815,6.792145902,7.668479002,8.357187343,9.709737484,8.746082525,8.315837722,7.986280572,8.163025193,7.181086276,8.658786217,7.070792183,9.464403297,6.999017596,9.18174355,8.584693121,8.819404024,7.585627091,9.004447613,7.508825107,9.07133896,6.691586087,8.182833682,9.177073595,9.02115742,7.591411821,6.480611306,6.245909663,8.073360049,7.643875397
"124","GSM890209","control",10.2018611,8.54107375,9.53566655,7.507225289,7.565319955,9.496944998,7.723172257,9.926077994,8.621437782,8.752107033,7.850508897,9.166412455,7.786801719,7.793532582,7.98110164,8.72081057,8.119895324,9.33465456,8.946103481,9.188003881,7.898401344,8.824455702,6.641069681,9.11730361,6.607897392,7.630182121,8.784428098,9.651151976,7.677545572,9.094604507,6.705356084,9.763788928,8.342421901
"125","GSM890173","control",9.293884208,8.564892089,9.548785561,7.725686837,6.992747279,8.52347964,8.707597422,10.12583837,8.677962283,8.753936573,8.76029026,8.097732923,7.486778625,8.925845243,7.743652638,8.670329741,7.6519742,9.105388798,8.381669506,8.865662112,8.489278557,8.967987881,6.676289036,9.186330061,6.767079912,8.294532633,9.409276415,9.09099397,7.673167563,7.119541492,6.397356174,8.125049072,8.047131877
"126","GSM890390","case",10.42508318,9.798014451,10.1442819,8.599739465,11.01781858,6.453831435,8.235078959,10.68514772,10.35389203,9.85081609,9.171965237,9.996329729,9.048711193,9.39928869,8.176363557,9.66680408,9.731499007,11.38129959,10.15829016,10.85925995,8.620824374,9.445845188,8.453316799,10.5382243,6.635086715,9.180320712,9.595852193,10.81784079,8.214020296,10.19293631,8.300801408,11.63857741,9.259323581
"127","GSM890328","case",11.26243151,9.840704336,11.45459986,9.229118751,9.614835344,7.230774794,9.449880671,10.77692482,10.66916262,10.82801678,9.531140302,8.385863554,8.844275827,10.00314931,10.08459463,9.943672467,10.20969313,10.47771513,10.16141494,10.43212667,9.403872942,9.900395071,7.482873583,10.36897307,6.534253648,8.454884513,9.149010223,10.94721537,8.746214379,9.811281375,8.347888535,8.864013058,9.34666635
"128","GSM890166","control",10.02489268,8.243197608,9.714709775,7.500005563,7.335783162,9.353445592,8.093344792,10.10407138,9.160467168,8.946724508,7.902261153,8.675819744,7.428579972,7.993784751,8.175845058,8.219806827,8.069655422,9.474436405,8.868753353,9.190221865,8.196196716,8.525974853,6.899838025,9.392091943,6.810913903,7.505816854,7.752945586,9.416161893,8.052823894,9.089443158,6.515307873,10.33506836,8.640741402
"129","GSM890280","control",9.59378497,8.149752796,9.109113946,7.400536714,6.754788365,7.799328625,8.00079376,9.891969754,7.914760564,8.467503683,8.25981408,8.885030182,7.309263738,8.766823682,7.500924442,9.149171721,7.305553969,9.409276415,8.71842086,8.944721439,7.726541828,8.526980905,6.832822578,9.259412415,6.468741567,8.031852796,9.422531947,8.886255368,7.677545572,9.032459602,6.031949191,8.713344204,7.887063211
"130","GSM890230","control",9.205974311,8.008855473,9.273119858,7.674534604,7.229134299,7.353552604,8.084384448,9.158225806,8.536072666,8.765612138,8.110513502,8.660399483,7.762517001,8.023810273,8.505444629,8.579425005,8.342910519,9.008674858,9.770387221,8.352295931,7.281349471,8.138624544,6.541451247,9.253662139,6.578245495,7.827869601,9.756110876,9.599347646,7.909023909,8.716232033,5.890034606,7.994750924,7.796097534
"131","GSM890475","case",10.54563061,9.559406485,9.715085855,9.080453081,9.816515213,6.639919199,8.684812449,10.831121,9.986618833,9.177907962,9.600280324,9.525550901,9.308562991,9.766470397,8.553991169,9.808753613,8.870332943,10.38586078,10.732783,9.940855564,8.010814411,9.494230838,7.303925305,10.14225636,6.690304225,8.928097571,10.56812291,10.22123444,9.169041559,8.831347389,7.949440912,10.06691128,8.828969106
"132","GSM890531","case",11.66031103,9.755062922,9.987554147,8.972845285,9.11685498,6.562693223,8.90322395,10.0561845,8.802583784,9.233342108,8.836061339,9.409927757,8.135723475,10.34618664,9.65976318,9.401389622,9.56093534,10.22755453,10.50737411,9.367954949,7.716733409,9.053041236,7.279229618,10.35064959,6.658542962,8.741209826,10.5382243,10.84313466,8.694416371,11.08359568,8.445494586,10.9666783,8.830878807
"133","GSM890272","control",9.5985113,8.396217775,9.218111309,7.299398834,7.083405175,8.541603247,8.223021106,9.931906058,8.480025032,8.409958788,7.999137636,8.717344068,7.600437702,8.527485167,8.343818366,9.155912982,8.124277373,8.78156071,9.19905031,9.319024367,8.413516533,8.889990994,6.763010197,9.017524722,6.627605299,7.447605473,9.643081553,9.373851711,7.683667841,8.633358148,6.531206059,8.700220084,7.793532582
"134","GSM890506","case",11.77878403,8.934372198,10.10375822,8.655186386,8.445112576,7.139920883,9.217494338,10.8327279,6.958082957,9.025484668,9.081618289,9.791341833,6.226488152,10.92285817,7.962096639,9.969369544,7.089915046,9.239467129,9.695885593,9.627359179,10.28091401,10.09996104,8.700078098,9.882801443,6.879595722,9.185136964,11.22211068,10.46324368,8.595097097,9.310529876,9.906530955,12.25155772,9.469564834
"135","GSM890379","case",11.05307238,9.920702488,10.09109548,8.302279632,10.31678365,6.405762257,9.122984668,11.12342307,9.523238645,9.801220932,8.993592368,9.021264273,8.793264426,9.799630271,9.209366106,10.58431344,9.082182201,9.728282192,9.638319094,9.532567947,8.854016188,9.462489035,8.540921347,9.803807884,6.842080595,9.171965237,10.17659249,10.09698978,8.10447337,9.173185026,7.722144463,10.78279935,8.903671692
"136","GSM890489","case",12.14632564,10.13617986,10.65322334,8.71376943,9.763225641,7.074403383,9.66680408,10.91180184,10.3234228,9.741145092,9.641427775,9.963869207,9.729919859,9.180921513,8.655615151,9.683307698,8.774112521,10.20245719,10.43931168,10.46940007,8.854918037,10.12339607,7.180688943,10.34289583,6.646708498,8.263776869,10.18160178,11.01781858,9.267671521,11.13191478,9.146264772,8.697028195,9.566623778
"137","GSM890337","case",11.6335507,9.425191984,11.31951038,9.201212641,8.293871247,8.157178562,9.652072016,11.31724885,9.475147892,10.08160314,10.00893224,9.479336484,8.698364906,10.83728009,8.363446509,9.974887257,8.587638282,10.72434708,9.073941541,10.87419976,7.742703748,10.71079031,8.532704721,11.07687091,7.216407551,8.967117489,9.992842686,10.72994965,8.853528269,8.78621454,9.74782601,10.21393392,9.634387892
"138","GSM890178","control",9.436626669,8.635841762,9.101913377,7.39725979,6.94351319,7.522559829,7.98077174,9.190221865,8.950592731,8.704808335,8.224625931,8.07224929,8.039559037,8.048571263,7.859456445,8.976772093,8.482950817,8.107006345,9.445370453,8.874381538,7.200559637,8.00641939,6.842088592,9.206741055,6.468990338,7.58665103,9.942701789,9.104687722,7.281864183,8.79370151,5.882879592,7.971983801,7.59217302
"139","GSM890437","case",9.410529252,9.169627904,11.39580033,9.309240704,9.466057671,6.49180453,9.150226732,10.59030015,9.567419393,10.99017252,8.509798161,10.20874874,6.976833126,10.43212667,9.484143397,10.59655034,9.096509673,11.14296937,10.40661239,10.08063626,9.846675671,10.09109548,7.400863627,10.55531,7.254528203,9.811281375,10.25576804,11.07207845,8.884150736,11.48924068,7.679404298,10.00893224,9.756569601
"140","GSM890216","control",9.308500174,8.686995959,9.414436712,7.512691173,7.320102453,7.591411821,8.70421619,9.967553963,8.909311011,8.750918107,8.461223916,8.31136169,7.524000022,8.721925675,7.73131605,9.232112798,7.963404315,8.644051525,8.895909123,9.049301363,8.612956452,8.943310289,6.824601588,8.878000508,6.469052112,8.115840071,9.685580294,9.209151639,7.838991293,9.581950052,6.178069458,8.135442824,8.124614969
"141","GSM890266","control",9.156641164,8.422247902,9.474436405,7.630710227,6.721862521,8.052823894,8.182833682,9.43034356,8.50684918,8.863288949,8.211134827,8.500658567,7.604198379,8.343314213,7.87719671,8.46223174,8.334001027,9.177073595,9.59561588,8.886255368,8.043269208,8.373658295,6.58914389,9.453454411,7.035053716,7.80176114,9.857450142,9.416161893,8.280165113,7.947368251,5.834670116,8.296224077,7.53623046
"142","GSM890361","case",10.78431741,9.567419393,10.23283421,8.306340062,9.823926347,6.797393661,8.902715638,10.2514909,9.816515213,9.541648772,8.94056236,9.411962061,8.690542534,9.425191984,8.71643017,9.898571203,9.57324471,10.35625859,10.42186249,10.81932758,8.045563981,9.536779156,8.041566241,10.03326135,6.474101113,8.29456181,10.10658453,10.71488782,8.778294051,11.02944506,8.405179576,9.185136964,9.276137227
"143","GSM890491","case",9.944617708,10.29368859,10.96198969,9.258163487,9.492020835,6.581628307,9.070541459,10.66383669,9.739648384,10.01203722,9.212203476,9.497074772,8.629947141,10.22539589,9.974887257,9.865482773,10.1705914,9.803807884,10.39492788,9.354470374,9.262882809,10.45747388,7.716733409,10.07482239,7.001023149,10.03506923,10.94721537,10.88012728,8.94056236,10.67319444,7.190455729,10.52689126,8.469343266
"144","GSM890357","case",10.79893608,9.120817792,10.07171061,8.596296838,9.025484668,6.317870715,8.995102192,10.43931168,9.514137412,9.554394802,9.306107373,9.065109387,8.35697625,9.862758153,9.002403208,9.212203476,9.472291475,9.886329967,9.35189245,9.51481297,8.776398864,10.15129838,8.822084452,10.25254098,6.810250014,9.012653616,9.719762693,10.40661239,8.14365287,8.666052249,8.350306329,11.09222693,9.159518542
"145","GSM890498","case",11.40603751,9.585621902,10.41811919,8.56908674,10.27431198,6.343522431,9.890833913,10.8461245,10.08650979,9.441205316,9.005387484,9.102723128,9.102226892,9.16367116,9.614077162,9.914442915,8.765485452,9.932262126,10.18772989,9.915316271,8.335752073,10.41349045,7.792472608,10.09807438,6.51549983,9.01321456,10.7754629,10.2392634,8.599936235,8.071904802,7.891287296,9.790593322,8.729515726
"146","GSM890426","case",11.34987264,10.48623362,10.01292473,8.642432916,9.901346628,6.454040807,9.664444306,10.96987288,9.647590454,9.918976451,8.779669506,9.339270387,9.407114187,8.990465103,8.775967089,10.16753835,9.080453081,9.968490397,10.29701054,9.766470397,8.825789874,8.394247019,7.889585096,10.4008472,6.393349258,7.994157943,10.81784079,12.13098679,8.641159393,9.969369544,7.942262079,9.197633732,9.222249839
"147","GSM890514","case",10.4404247,9.230359146,9.78332476,7.98823961,8.685251489,6.53973466,8.926142899,10.3003678,8.599936235,9.218079382,9.246842992,9.324286586,8.289323845,10.32122543,8.779170884,10.42846155,9.113428952,10.11065291,9.802066842,9.656033865,7.931733703,9.033054125,8.233795184,10.06588248,6.682679168,8.708488375,10.92285817,10.91180184,8.174769244,11.54988602,7.446511591,10.7202263,8.622834868
"148","GSM890154","control",9.709737484,8.658279258,9.520281845,7.442176644,7.224784142,8.526980905,8.172362168,9.90380659,8.75511415,8.60339704,7.89266303,8.171463413,7.784060491,8.034324761,8.237118539,8.30530775,8.560954665,8.841981227,9.285208028,8.984658623,7.766821888,8.538461024,6.595201867,9.106835719,6.694508982,7.434508143,9.205974311,9.50338545,7.808497052,8.962385196,6.573842735,8.577719519,7.904789597
"149","GSM890250","control",10.0921892,8.018915784,9.218111309,7.56464317,7.092715579,8.70536613,7.473551026,9.580258706,8.456415024,8.693242067,7.765954296,8.93622845,7.592418968,7.825470929,7.804925935,8.306661982,8.239563062,9.318342224,9.458033023,8.579425005,7.383729047,7.778479316,6.712609044,9.237688857,6.687636079,7.390203093,8.513118571,9.37132147,7.804110103,9.657242943,6.015495023,8.886255368,7.934070605
"150","GSM890333","case",11.69503594,9.448507134,10.1919095,8.090467449,10.36458211,6.792006739,8.942006532,10.46324368,9.255840145,9.51481297,8.576861282,8.964539273,8.457852915,9.147317782,9.380418261,9.505559571,9.87489816,10.8461245,10.64247973,9.933155977,8.273202488,9.489069459,8.067926495,10.11065291,6.663971005,8.656509227,10.24262019,10.5382243,8.152692905,10.34073344,8.675465274,10.19717671,9.085379568
"151","GSM890297","control",10.12439407,8.749134111,9.580258706,7.697065227,7.170987514,8.106249398,8.190993272,10.17461571,8.72747666,8.989402509,8.258947267,8.450379376,7.711857005,8.422741317,8.129118903,8.779732159,7.942282426,8.917245901,9.683566547,8.953210903,7.435763742,8.710011601,6.742200816,9.236105838,6.699233345,7.63532655,10.28428326,9.620564694,7.828765985,7.710497578,6.684435409,8.442671144,8.041229524
"152","GSM890450","case",11.01311161,9.149010223,9.729095883,8.310501669,9.873144629,6.646898484,9.029247495,9.80548401,9.856071587,9.793966882,9.480039796,9.084824919,8.663081083,9.978536523,8.358071144,9.854303703,8.845699123,10.10375822,10.18772989,10.00314931,7.461004583,9.310529876,7.189111815,9.975768856,6.868534005,8.698826452,10.39264988,10.0533088,8.94669339,9.672260169,6.275780343,10.35389203,8.711175936
"153","GSM890257","control",9.392945022,8.183911203,9.372151607,7.567714827,7.350579905,8.748545394,7.793801486,9.968843365,8.429651898,8.790677451,8.039246649,8.999722033,7.650656641,8.290320495,7.642634854,8.72747666,8.188935186,9.546053475,9.218111309,8.876848674,7.410004822,8.123904861,6.739754207,9.120806131,6.415128094,7.914393365,9.125276635,9.424304441,7.942626371,7.664075835,6.205995501,8.841981227,7.908665466
"154","GSM890353","case",11.57493572,10.25043392,11.06863023,8.615030949,8.380707044,6.482578023,10.42611497,10.91352013,10.2436437,9.936500258,9.751956978,9.198811564,9.462489035,9.36990013,10.68368548,9.914442915,9.793146464,10.13523636,10.44916824,10.33952469,7.593865081,9.813894145,7.499447072,10.50860197,6.616220805,8.114284563,11.18194039,11.43746197,9.046560177,9.553741514,8.299030907,9.160734168,9.353092155
"155","GSM890425","case",7.857017661,9.281614724,11.10917073,9.306107373,8.64710933,6.641352179,9.595092657,10.22539589,9.18637579,9.622156339,8.933911391,9.982078945,8.142383636,11.01781858,8.267816387,11.22399154,8.243222441,10.17659249,10.38117173,10.78431741,8.190104815,10.77141048,7.444051588,9.869732299,6.700376325,9.487549731,10.63046176,11.01940135,8.834206354,10.5854947,6.262318449,9.054113084,9.192822515
"156","GSM890134","control",9.027642561,8.6097294,9.799696164,7.553606898,7.128033407,7.941300092,8.326140415,9.942701789,9.394629907,8.773801155,8.183217108,7.942282426,8.049900736,8.273632543,7.735842516,8.277232338,8.467503683,8.934908335,8.51658413,8.819404024,7.647011551,8.573602373,7.03173007,9.780500984,6.297631323,7.559383635,8.153580992,9.374715987,7.981770439,7.210751902,6.184627218,8.799751698,8.097732923
"157","GSM890493","case",10.51819957,8.496527731,10.24936099,9.460484742,9.746955151,7.06856624,9.087507434,10.53060532,9.055247987,10.09109548,9.695885593,10.94553638,8.775063231,10.55902062,8.394622469,10.30778059,8.587638282,10.11836743,10.27747637,10.64910066,9.911041576,10.12729709,7.810976387,10.27189208,6.662713082,9.433254412,10.80167784,11.01781858,9.295447334,10.42611497,8.591455577,9.828042015,9.137088943
"158","GSM890539","case",10.36112056,10.26789,10.83728009,8.872773971,9.273671688,6.457781892,9.831382362,11.06511914,10.14025086,10.02389444,9.267026706,9.823188227,9.116351145,9.710395423,8.216317502,9.434536877,8.933397206,10.63167729,10.87140497,10.38461675,8.847108855,9.792246784,7.648005773,10.69590665,7.001023149,8.855413332,9.841527565,11.08880888,8.504633278,10.8163821,7.832942953,9.828042015,9.327424552
"159","GSM890387","case",11.33169392,9.807873017,10.45747388,9.125830862,8.31395742,7.153369127,8.738140723,10.54438181,10.22239052,10.09405492,8.347135336,10.07975759,9.774072473,8.418571425,9.368587738,9.911041576,8.707238861,11.15905061,10.6946303,10.92907168,8.753952852,9.16426809,7.523402898,10.55778689,6.722479891,8.04010343,9.744397548,11.14102948,8.71376943,10.85491806,8.985937865,10.42965825,9.868926797
"160","GSM890195","control",9.339457078,8.298843521,8.920556053,7.476783219,7.069160817,7.811544652,8.180028371,9.125928236,8.878652795,8.53653765,8.210327905,8.266864359,8.021780995,7.633743347,8.291951247,8.939334699,8.429651898,8.694950664,9.56191412,8.597054965,7.324833468,8.057792637,6.837871249,9.118008266,6.465777604,7.071683739,9.536571163,9.097424266,7.311260941,8.087804084,6.098530436,7.6057104,7.871986262
"161","GSM890404","case",9.34734599,10.18365228,10.94384703,8.863507048,10.00213604,6.444013136,8.227520067,10.07877059,11.13191478,9.413237502,9.822309265,8.610027457,9.304908205,9.313596032,10.99697781,10.18250055,10.97903212,11.29566189,11.65537657,10.95864557,7.98110173,9.753531045,7.784116872,10.52939494,6.564829421,8.963611408,10.16251568,10.52189275,8.915138718,10.13716787,7.397641414,7.406583516,9.360189471
"162","GSM890559","case",9.339950049,8.816405904,10.53567618,8.523212318,8.360206653,6.512545625,8.444328534,10.44286687,8.728590435,9.754287718,8.661797749,8.686588307,7.058954288,10.93926875,7.926724646,9.768827022,9.361415841,10.63702303,8.760406022,10.74849877,9.417926506,9.911041576,9.101047484,10.53193511,7.190629175,8.845245721,11.07207845,10.69209142,8.140021554,9.894219083,8.99462852,11.3075787,9.215114367
"163","GSM890151","control",10.1662887,8.81774847,9.53566655,7.654043289,7.267870838,8.465021528,8.298402015,10.13791789,8.808196398,8.788177608,8.188579421,8.38672476,7.667964018,8.222625627,8.331333066,8.779732159,8.185428518,8.73219792,9.200518637,9.080420715,8.394765127,8.860217506,6.769701014,9.038843628,6.354662615,7.584620586,9.525025629,9.584784555,7.597689236,9.720119678,6.963277327,8.88444922,8.193341888
"164","GSM890482","case",12.29111097,10.28729169,10.85180723,8.321927187,8.853528269,7.397470663,8.850596927,11.30336555,9.861894916,9.492744408,8.90417252,9.478623104,8.556799098,9.195228816,9.562349663,9.785692378,9.721314833,9.846675671,10.55778689,9.851686422,9.730671008,10.65181557,8.134832552,10.08459463,6.706384941,9.237512127,11.18737052,10.22539589,8.414926509,11.38982285,8.20176114,11.99010894,8.833766596
"165","GSM890345","case",11.27606391,9.504846401,10.37879473,8.199450833,10.30356029,6.582219222,9.42134586,10.49228798,9.593589103,9.292510031,9.34666635,9.528371434,8.380376425,9.245666901,9.057902823,9.207651693,9.532567947,9.536080798,9.731499007,10.06107724,9.336812743,9.761475531,7.722601843,9.675444073,6.586338228,8.735371334,10.00691237,10.15129838,8.672449636,11.05474645,8.113053013,11.03118907,8.921106143
"166","GSM890306","control",8.235102866,8.460247906,9.368721814,7.598004308,7.573378579,7.22381981,7.687975879,10.02489268,8.731557564,8.922588544,7.920069378,8.623551309,7.907660893,8.013633725,8.119556959,8.374095421,8.239563062,9.657242943,9.244947457,8.99775904,7.768003218,8.301782266,6.969613998,9.130418664,6.632822819,7.696234945,8.862038934,9.435782453,7.528467566,8.672032905,5.97586377,7.91537787,8.165407488
"167","GSM890271","control",8.790677451,8.217701291,9.209151639,7.61645224,7.349736584,8.051337913,8.195799167,9.468193441,8.612956452,8.732766998,7.974610486,8.592377872,7.75156023,8.107717342,8.318959534,9.016913366,8.334913554,9.237688857,9.271543761,8.859560838,7.324833468,8.550234473,6.451445105,9.406710851,6.68077842,7.619004376,9.802954774,9.529876716,8.187389494,7.417375282,6.01795103,8.277232338,7.677851357
"168","GSM890155","control",10.05371077,8.821875621,9.914221181,7.999490378,7.581443688,9.422531947,8.425488384,10.08035461,9.138519405,9.27698941,8.239155727,8.435123096,8.152797804,8.302223484,8.048238057,8.547305444,8.649460505,9.490611909,8.85154082,9.328247918,8.995714865,8.695488704,6.810738871,9.781610909,6.325171637,7.515957311,9.003772138,10.09350274,7.89109454,8.308346521,7.906402444,8.970658026,8.519003012
"169","GSM890374","case",9.552358041,9.106287929,11.65057582,9.938169552,8.57443035,8.837976999,8.582708258,10.99514422,10.3339897,10.41811919,9.881976162,9.503273247,8.819342433,10.47655396,9.433908015,9.670649368,8.503020746,9.836425566,9.302302423,10.73732085,10.11748407,10.96503024,7.732901934,10.831121,7.41189041,10.48505213,10.62656201,10.21691633,9.455913537,11.01630942,8.806255409,10.2851922,9.9884189
"170","GSM890401","case",10.94553638,10.55294467,11.13913814,8.153006386,9.545901735,6.448015829,8.991424904,11.13554929,9.945581583,9.461844533,8.446952982,8.924662979,9.324286586,10.07975759,9.642985704,10.02287647,10.15829016,9.620615897,10.50860197,10.18772989,8.770310163,10.65181557,8.153931896,10.46694499,6.606080296,8.977911953,10.46442599,11.01471458,8.848643782,8.232823436,6.894541819,9.784870297,8.656100023
"171","GSM890139","control",9.045274972,8.211549962,9.153758329,7.81924095,7.193112179,7.959080006,7.928130916,9.915383668,8.780334135,8.828807972,8.076363601,8.541603247,7.623100652,8.450883907,7.81389182,8.834869411,8.186234333,9.486954796,9.112959337,8.986727282,7.406997762,8.627256176,6.625887813,9.087990602,6.594481438,7.809318824,9.596637806,9.410971394,7.484861293,8.670893388,5.958851844,7.374751107,8.303132938
"172","GSM890477","case",12.64502253,9.849223546,10.69873407,8.416054871,9.703381627,6.746232905,9.171384774,10.74279212,10.17954565,9.721314833,9.086941809,9.294863661,9.281614724,9.299123556,9.78332476,9.447136137,9.232761651,9.246842992,10.55163484,10.34184353,8.627127576,9.377181968,7.979424735,9.880251513,6.614310437,8.063710065,10.19403811,10.39602382,7.655273925,10.29162753,9.251650556,9.832168913,8.682599152
"173","GSM890152","control",9.567392693,8.487425069,9.410971394,7.705044398,6.883023087,7.615967745,8.450883907,9.599347646,8.941373432,8.557307242,8.633899357,8.032576104,7.710779774,8.197409181,8.199784626,9.061241011,8.256935295,8.932348881,9.43486105,8.891320244,7.214935037,8.472663557,6.796309692,9.367950049,6.704923237,7.551384918,9.248697199,9.346010678,7.680696727,7.331766799,6.228737701,8.193718585,7.712118115
"174","GSM890130","control",9.69073926,8.509615078,9.419726374,7.660105057,7.338471066,7.885199381,8.274429977,9.961797303,9.321579249,8.658786217,8.153966217,7.798436314,8.036731449,8.44083736,7.902949349,8.266470172,8.326551219,8.650036576,9.026251982,8.785709721,7.72115342,8.498683429,6.554828545,9.467231979,6.473957639,7.464036592,8.716768592,9.416161893,7.89109454,8.358092207,6.058518714,7.678408777,7.919780188
"175","GSM890183","control",9.594674314,8.419436284,9.160467168,7.173577721,6.847953863,8.115840071,8.227559135,9.436626669,9.041703431,8.520966228,8.002705089,8.199392527,7.762517001,7.80578404,7.802904621,8.629465833,8.188579421,8.482447442,9.11945242,8.723509732,6.903086121,8.278519308,6.413673178,9.291403568,6.738060578,7.441549775,9.195542287,9.049912504,7.464900385,8.88444922,5.985808803,7.972301794,7.884894686
